x,y,z,qw,qx,qy,qz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.51729497,-0.17152827,0.26011368,0.99999868,0.00003066,0.00003659,0.00162313,212.49945927,0.04509297,-0.00095038,0.04509297,207.42286980,-2.96017300,-0.00095038,-2.96017300,208.18068603,36.27006849,1.04413273,9.12178862,1.04413273,13.75267719,9.83077947,9.12178862,9.83077947,15.62233495
0.51719688,-0.17112467,0.26011528,0.99999862,0.00003163,0.00003648,0.00166336,212.71881364,0.04434701,-0.00003191,0.04434701,207.50868166,-3.02064894,-0.00003191,-3.02064894,208.32895805,36.13427710,1.03222638,9.10753260,1.03222638,14.03603049,10.06224726,9.10753260,10.06224726,15.84167742
0.51709741,-0.17071011,0.26011683,0.99999855,0.00003262,0.00003630,0.00170364,212.93840327,0.04351305,0.00090635,0.04351305,207.59262853,-3.08162028,0.00090635,-3.08162028,208.47751691,35.99809183,1.02042485,9.09289291,1.02042485,14.32258121,10.29638573,9.09289291,10.29638573,16.06341702
0.51699657,-0.17028454,0.26011833,0.99999848,0.00003362,0.00003607,0.00174396,213.15822730,0.04258987,0.00186383,0.04258987,207.67468684,-3.14309306,0.00186383,-3.14309306,208.62636172,35.86153250,1.00873328,9.07786336,1.00873328,14.61226794,10.53312622,9.07786336,10.53312622,16.28747360
0.51689437,-0.16984793,0.26011978,0.99999841,0.00003464,0.00003578,0.00178430,213.37828489,0.04157636,0.00283995,0.04157636,207.75483345,-3.20507312,0.00283995,-3.20507312,208.77549174,35.72461902,0.99715677,9.06243773,0.99715677,14.90502554,10.77239615,9.06243773,10.77239615,16.51376287
0.51679083,-0.16940027,0.26012118,0.99999833,0.00003567,0.00003543,0.00182465,213.59857519,0.04047147,0.00383416,0.04047147,207.83304570,-3.26756608,0.00383416,-3.26756608,208.92490628,35.58737141,0.98570048,9.04660984,0.98570048,15.20078518,11.01411901,9.04660984,11.01411901,16.74219636
0.51668596,-0.16894154,0.26012251,0.99999826,0.00003671,0.00003502,0.00186500,213.81909737,0.03927429,0.00484593,0.03927429,207.90930144,-3.33057735,0.00484593,-3.33057735,209.07460480,35.44980974,0.97436954,9.03037347,0.97436954,15.49947427,11.25821436,9.03037347,11.25821436,16.97268146
0.51657976,-0.16847172,0.26012380,0.99999818,0.00003777,0.00003456,0.00190534,214.03985061,0.03798398,0.00587472,0.03798398,207.98357904,-3.39411213,0.00587472,-3.39411213,209.22458686,35.31195417,0.96316913,9.01372243,0.96316913,15.80101651,11.50459781,9.01372243,11.50459781,17.20512137
0.51647224,-0.16799079,0.26012502,0.99999811,0.00003884,0.00003403,0.00194565,214.26083408,0.03659983,0.00692004,0.03659983,208.05585743,-3.45817537,0.00692004,-3.45817537,209.37485214,35.17382488,0.95210440,8.99665053,0.95210440,16.10533187,11.75318103,8.99665053,11.75318103,17.43941519
0.51636339,-0.16749876,0.26012619,0.99999803,0.00003992,0.00003344,0.00198592,214.48204699,0.03512125,0.00798141,0.03512125,208.12611611,-3.52277180,0.00798141,-3.52277180,209.52540042,35.03544209,0.94118050,8.97915159,0.94118050,16.41233659,12.00387179,8.97915159,12.00387179,17.67545788
