x,y,z,qw,qx,qy,qz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.35609936,0.51880378,0.30052570,0.99997402,0.00603785,-0.00263401,0.00292751,169.07230818,-131.66123476,-9.74476766,-131.66123476,156.12751549,-71.95573801,-9.74476766,-71.95573801,120.84941418,15.00887812,9.08012806,-5.76190669,9.08012806,8.65905096,-3.51256701,-5.76190669,-3.51256701,6.48538585
0.35436806,0.52015097,0.30047879,0.99997401,0.00603782,-0.00260538,0.00295664,169.27198346,-131.85108612,-9.80513281,-131.85108612,156.08204558,-72.23921391,-9.80513281,-72.23921391,120.65182494,13.96273002,9.14352407,-5.94905609,9.14352407,8.90320359,-3.93512519,-5.94905609,-3.93512519,6.95018608
0.35268165,0.52143860,0.30043366,0.99997401,0.00603679,-0.00257584,0.00298279,169.47795509,-132.00057651,-9.82236996,-132.00057651,156.25679716,-72.25205232,-9.82236996,-72.25205232,120.78299458,12.93346725,9.15051930,-6.10841157,9.15051930,9.15242481,-4.39051053,-6.10841157,-4.39051053,7.39838434
0.35104118,0.52267025,0.30039002,0.99997403,0.00603465,-0.00254551,0.00300601,169.69346520,-132.08965999,-9.76566242,-132.08965999,156.76575664,-71.81855106,-9.76566242,-71.81855106,121.50597520,11.92372639,9.10248626,-6.23857041,9.10248626,9.40300089,-4.87536547,-6.23857041,-4.87536547,7.83054463
0.34944769,0.52384962,0.30034759,0.99997407,0.00603128,-0.00251449,0.00302632,169.89254163,-132.26663897,-9.83357770,-132.26663897,156.75308984,-72.08473940,-9.83357770,-72.08473940,121.28577650,10.93615743,9.00108887,-6.33804362,9.00108887,9.65152291,-5.38622930,-6.33804362,-5.38622930,8.24903370
0.34790212,0.52498040,0.30030607,0.99997413,0.00602657,-0.00248290,0.00304379,170.09064176,-132.43977839,-9.90469684,-132.43977839,156.75349671,-72.34228567,-9.90469684,-72.34228567,121.05916127,9.97346579,8.84825614,-6.40525983,8.84825614,9.89493516,-5.91956339,-6.40525983,-5.91956339,8.65800579
0.34640526,0.52606618,0.30026523,0.99997420,0.00602044,-0.00245084,0.00305848,170.28910843,-132.60084222,-9.96573165,-132.60084222,156.80887914,-72.52302019,-9.96573165,-72.52302019,120.93494116,9.03844242,8.64615939,-6.43857790,8.64615939,10.13056834,-6.47177254,-6.43857790,-6.47177254,9.06333230
0.34495765,0.52711039,0.30022493,0.99997428,0.00601278,-0.00241842,0.00307046,170.65074049,-131.99964726,-8.74069150,-131.99964726,160.36962396,-66.75670987,-8.74069150,-66.75670987,130.89709503,8.13398027,8.39719246,-6.43630864,8.39719246,10.35615871,-7.03922377,-6.43630864,-7.03922377,9.47247647
0.34355951,0.52811615,0.30018505,0.99997439,0.00600352,-0.00238575,0.00307979,170.84378356,-132.16144230,-8.82227537,-132.16144230,160.41643237,-66.97339322,-8.82227537,-66.97339322,130.66610112,7.26307557,8.10395399,-6.39674573,8.10395399,10.56985441,-7.61826420,-6.39674573,-7.61826420,9.89431436
0.34221069,0.52908628,0.30014561,0.99997451,0.00599259,-0.00235292,0.00308656,171.03429370,-132.31994843,-8.90858087,-132.31994843,160.47743846,-67.17619988,-8.90858087,-67.17619988,130.43112477,6.42881348,7.76923100,-6.31820532,7.76923100,10.77021065,-8.20523951,-6.31820532,-8.20523951,10.33890507
