x,y,z,dx,dy,dz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.50631896,0.07023893,0.30586588,-0.22781093,0.40486158,0.00368865,273.38376224,-52.66152340,9.86481928,-52.66152340,224.00586625,-4.84672281,9.86481928,-4.84672281,181.70750747,0.14890719,-1.55084839,1.32550054,-1.55084839,25.04714673,-18.54731914,1.32550054,-18.54731914,25.32438693
0.50403896,0.07435770,0.30589401,-0.22822358,0.41888281,0.00195340,271.67251728,-54.75097974,10.18468347,-54.75097974,221.44376162,-5.26708539,10.18468347,-5.26708539,179.55177998,0.18663790,-1.82185559,1.51496625,-1.82185559,24.79138867,-18.31848940,1.51496625,-18.31848940,24.95807052
0.50175449,0.07861658,0.30590495,-0.22869915,0.43277337,0.00026400,269.93216711,-56.85569540,10.48314882,-56.85569540,218.86349417,-5.70642393,10.48314882,-5.70642393,177.46955005,0.23303197,-2.10402312,1.69988958,-2.10402312,24.49538396,-18.06711085,1.69988958,-18.06711085,24.57740327
0.49946497,0.08301317,0.30589929,-0.22923050,0.44631265,-0.00135805,268.16495634,-58.97372080,10.75843942,-58.97372080,216.26678535,-6.16436793,10.75843942,-6.16436793,175.46168179,0.28864625,-2.39353821,1.87593976,-2.39353821,24.17175745,-17.80045357,1.87593976,-17.80045357,24.19195890
0.49716988,0.08754284,0.30587779,-0.22982102,0.45928539,-0.00289500,266.37305428,-61.10312817,11.00890952,-61.10312817,213.65543775,-6.64049185,11.00890952,-6.64049185,173.52863134,0.35380046,-2.68645974,2.03898284,-2.68645974,23.83293328,-17.52542723,2.03898284,-17.52542723,23.81065497
0.49486855,0.09219888,0.30584139,-0.23048710,0.47149484,-0.00433337,264.55855004,-63.24200614,11.23304824,-63.24200614,211.03135297,-7.13431923,11.23304824,-7.13431923,171.67046147,0.42854115,-2.97879483,2.18518144,-2.97879483,23.49084588,-17.24840504,2.18518144,-17.24840504,23.44152081
0.49256013,0.09697273,0.30579112,-0.23125798,0.48277385,-0.00566399,262.72344916,-65.38845364,11.42948222,-65.38845364,208.39654816,-7.64532636,11.42948222,-7.64532636,169.88686209,0.51261483,-3.26657366,2.31108502,-3.26657366,23.15667867,-16.97506739,2.31108502,-16.97506739,23.09149824
0.49024339,0.10185435,0.30572811,-0.23217270,0.49299292,-0.00688167,260.86967145,-67.54057332,11.59697633,-67.54057332,205.75317060,-8.17294522,11.59697633,-8.17294522,168.17717593,0.60545160,-3.54592078,2.41370752,-3.54592078,22.84063881,-16.71027046,2.41370752,-16.71027046,22.76628334
0.48791668,0.10683259,0.30565349,-0.23327463,0.50206450,-0.00798468,258.99904993,-69.69646466,11.73443247,-69.69646466,203.10350950,-8.71656563,11.73443247,-8.71656563,166.54042820,0.70616062,-3.81312113,2.49058983,-3.81312113,22.55177500,-16.45794437,2.49058983,-16.45794437,22.47021573
0.48557790,0.11189564,0.30556842,-0.23460408,0.50994344,-0.00897400,257.11333059,-71.85421716,11.84088679,-71.85421716,200.45000468,-9.27553638,11.84088679,-9.27553638,164.97535923,0.81353793,-4.06467927,2.53984553,-4.06467927,22.29784315,-16.22102395,2.53984553,-16.22102395,22.20621967
0.48322460,0.11703146,0.30547401,-0.23619011,0.51662366,-0.00985241,255.21417293,-74.01190355,11.91550535,-74.01190355,197.79525158,-9.84916533,11.91550535,-9.84916533,163.48045876,0.92608663,-4.29737087,2.56018858,-4.29737087,22.08522297,-16.00141383,2.56018858,-16.00141383,21.97579922
0.48085410,0.12222812,0.30537137,-0.23804244,0.52213181,-0.01062375,253.30315099,-76.16757346,11.95757845,-76.16757346,195.14200224,-10.43671829,11.95757845,-10.43671829,162.05400065,1.04204892,-4.50828566,2.55094324,-4.50828566,21.91888553,-15.79998779,2.55094324,-15.79998779,21.77908671
0.47846375,0.12747410,0.30526154,-0.24014449,0.52651870,-0.01129213,251.38175488,-78.31924755,11.96651387,-78.31924755,192.49316234,-11.03741689,11.96651387,-11.03741689,160.69407687,1.15944885,-4.69486155,2.51203686,-4.69486155,21.80241006,-15.61662101,2.51203686,-15.61662101,21.61494176
0.47605121,0.13275849,0.30514553,-0.24244858,0.52984982,-0.01186145,249.45139279,-80.46491233,11.94182923,-80.46491233,189.85178404,-11.65043534,11.94182923,-11.65043534,159.39862969,1.27614420,-4.85491011,2.44397709,-4.85491011,21.73804559,-15.45025219,2.44397709,-15.45025219,21.48109541
0.47361478,0.13807109,0.30502431,-0.24487297,0.53219506,-0.01233504,247.51339322,-82.60251568,11.88314362,-82.60251568,187.22105479,-12.27489627,11.88314362,-12.27489627,158.16548117,1.38988550,-4.98663383,2.34781586,-4.98663383,21.72681145,-15.29897146,2.34781586,-15.29897146,21.37433226
0.47115375,0.14340239,0.30489882,-0.24729512,0.53361340,-0.01271532,245.56900766,-84.72996339,11.79016888,-84.72996339,184.60428241,-12.90986586,11.79016888,-12.90986586,156.99235915,1.49838007,-5.08863604,2.22510273,-5.08863604,21.76862908,-15.16012897,2.22510273,-15.16012897,21.29070215
0.46866887,0.14874336,0.30477000,-0.24954239,0.53413510,-0.01300358,243.61941350,-86.84511663,11.66270061,-86.84511663,182.00487650,-13.55434836,11.66270061,-13.55434836,155.87691923,1.59935848,-5.15992434,2.07783043,-5.15992434,21.86247680,-15.03045889,2.07783043,-15.03045889,21.22575169
0.46616290,0.15408509,0.30463875,-0.25139292,0.53375389,-0.01320002,241.66571725,-88.94579055,11.50060923,-88.94579055,179.42632666,-14.20728020,11.50060923,-14.20728020,154.81676251,1.69064143,-5.19990879,1.90837561,-5.19990879,22.00655875,-14.90621294,1.90837561,-14.90621294,21.17476612
0.46364102,0.15941844,0.30450600,-0.25258731,0.53243024,-0.01330412,239.70895811,-91.02975413,11.30383138,-91.02975413,176.87217779,-14.86752408,11.30383138,-14.86752408,153.80944884,1.77020442,-5.20839586,1.71943731,-5.20839586,22.19847935,-14.78329813,1.71943731,-14.78329813,21.13301163
0.46111115,0.16473370,0.30437267,-0.25284391,0.53009906,-0.01331503,237.75011183,-93.09473137,11.07236179,-93.09473137,174.34600285,-15.53386310,11.07236179,-15.53386310,152.85250576,1.83623842,-5.18557914,1.51397558,-5.18557914,22.43541530,-14.65741367,1.51397558,-14.65741367,21.09596926
0.45858414,0.17002042,0.30423970,-0.25187562,0.52668012,-0.01323181,235.79009481,-95.13840387,10.80624599,-95.13840387,171.85137342,-16.20499520,10.80624599,-16.20499520,151.94343342,1.88720454,-5.13202765,1.29515199,-5.13202765,22.71427791,-14.52418283,1.29515199,-14.52418283,21.05955208
